Temp_Celcius,Synthesis_Duration_h,Scale_synthesis_ml,Precurcor_conc_mM,Capping agent concentration_mg/mL,Reducing agent quantity mL,UVVIs PEAKS nm,core size (nm),exposure dose concentration mg/mL,Exposure duration  (h),Bacteria reduction mm,Process_encoded,Steps_encoded,External_energy_encoded,Stirring_encoded,NEW_Capping agent_encoded,NEW_capping agent_Class_encoded,NEW_reducing agent_encoded,NEW_reducing agent_class_encoded,Order of reagent_CODE_encoded,treatment_encoded,shape_encoded,Method of determination_size_encoded,bacterial  Culture medium_encoded,bacterial  Species_encoded
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.05,24.0,12.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Streptococcus
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.1,24.0,14.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Streptococcus
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.15,24.0,15.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Streptococcus
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.2,24.0,17.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Streptococcus
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.25,24.0,18.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Streptococcus
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.3,24.0,20.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Streptococcus
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.05,24.0,16.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.1,24.0,17.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.15,24.0,19.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.2,24.0,21.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.25,24.0,23.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.3,24.0,25.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.05,24.0,19.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.1,24.0,21.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.15,24.0,22.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.2,24.0,23.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.25,24.0,26.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.3,24.0,28.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.05,24.0,17.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Salmonella
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.1,24.0,19.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Salmonella
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.15,24.0,20.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Salmonella
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.2,24.0,21.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Salmonella
25.0,2.5,10.0,1.0,100.0,1.0,420.0,36.5,0.25,24.0,24.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Salmonella
25.0,54.0,100.0,1.0,250.0,12.0,420.0,36.5,0.3,24.0,26.0,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Salmonella
25.0,54.0,100.0,2.0,250.0,20.0,450.0,45.0,0.05,24.0,17.0,Aeromonas,Actinomycetes,Aspergillus,Aeromonas,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Actinomycetes,Calcateuticals anitratus,Aspergillus,Escherichia coli
25.0,54.0,100.0,2.0,250.0,20.0,450.0,45.0,0.05,24.0,18.0,Aeromonas,Actinomycetes,Aspergillus,Aeromonas,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Actinomycetes,Calcateuticals anitratus,Aspergillus,Shigella flexneri
25.0,54.0,100.0,2.0,250.0,20.0,450.0,45.0,0.05,24.0,14.0,Aeromonas,Actinomycetes,Aspergillus,Aeromonas,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Actinomycetes,Calcateuticals anitratus,Aspergillus,Salmonella
25.0,54.0,100.0,2.0,250.0,20.0,450.0,45.0,0.05,24.0,13.0,Aeromonas,Actinomycetes,Aspergillus,Aeromonas,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Actinomycetes,Calcateuticals anitratus,Aspergillus,Listeria monocytogenes
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,1.2,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Aspergillus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,1.3,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Aspergillus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,1.9,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Aspergillus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,0.8,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Cladosporium_Acremonium
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,1.2,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Epicoccum
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,1.1,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Trichoderma
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,1.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Rhizopus oligosporus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,0.7,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Pseudomonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,1.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Pseudomonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,0.9,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Pseudomonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,0.5,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Mycobacterium
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,0.9,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Legionella
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,0.4,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Aeromonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,0.6,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Klebsiella
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,1.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Campylobacter
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,0.5,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Helicobacter pylori
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.05,72.0,1.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Staphylococcus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,2.6,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Aspergillus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.9,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Aspergillus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,2.2,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Aspergillus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.6,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Cladosporium_Acremonium
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,2.7,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Epicoccum
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.4,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Trichoderma
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.5,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Rhizopus oligosporus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Pseudomonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.2,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Pseudomonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.3,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Pseudomonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.4,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Mycobacterium
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.7,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Legionella
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.1,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Aeromonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.2,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Klebsiella
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.5,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Campylobacter
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,1.1,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Helicobacter pylori
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.1,72.0,2.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Staphylococcus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,3.5,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Aspergillus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,3.9,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Aspergillus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,3.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Aspergillus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,1.8,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Cladosporium_Acremonium
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,3.4,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Epicoccum
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,1.9,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Trichoderma
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,2.8,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Campylobacter,Rhizopus oligosporus
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,1.7,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Pseudomonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,1.8,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Pseudomonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,1.5,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Pseudomonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,2.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Mycobacterium
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,2.1,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Legionella
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,1.8,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Aeromonas
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,5.0,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Klebsiella
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,2.5,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Campylobacter
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,2.3,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Helicobacter pylori
25.0,1.0,100.0,1.0,50.0,10.0,432.0,50.0,0.17,72.0,2.5,Aspergillus,Actinomycetes,Aspergillus,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Staphylococcus
70.0,0.33,215.0,1.0,0.7,15.0,430.0,24.0,0.0125,24.0,16.0,Aspergillus,Actinomycetes,Actinomycetes,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
70.0,0.33,215.0,1.0,0.7,15.0,430.0,24.0,0.025,24.0,18.0,Aspergillus,Actinomycetes,Actinomycetes,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
70.0,0.33,215.0,1.0,0.7,15.0,430.0,24.0,0.05,24.0,21.0,Aspergillus,Actinomycetes,Actinomycetes,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
70.0,0.33,215.0,1.0,0.7,15.0,430.0,24.0,0.1,24.0,11.0,Aspergillus,Actinomycetes,Actinomycetes,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
53.0,0.08,25.0,3.0,2.0,5.0,420.0,55.0,0.025,24.0,0.0,Aspergillus,Acinetobacter,Agrobacterium tumefaciens,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Bacillus
