Temp_Celcius,Synthesis_Duration_h,Scale_synthesis_ml,Precurcor_conc_mM,Capping agent concentration_mg/mL,Reducing agent quantity mL,UVVIs PEAKS nm,core size (nm),exposure dose concentration mg/mL,Exposure duration  (h),Bacteria reduction mm,Process_encoded,Steps_encoded,External_energy_encoded,Stirring_encoded,NEW_Capping agent_encoded,NEW_capping agent_Class_encoded,NEW_reducing agent_encoded,NEW_reducing agent_class_encoded,Order of reagent_CODE_encoded,treatment_encoded,shape_encoded,Method of determination_size_encoded,bacterial  Culture medium_encoded,bacterial  Species_encoded
60.0,0.17,110.0,1.0,40.0,10.0,440.0,45.0,0.00982,24.0,14.0,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aeromonas,Klebsiella
60.0,0.17,110.0,1.0,40.0,10.0,440.0,45.0,0.00982,24.0,14.0,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aeromonas,Pseudomonas
60.0,0.17,110.0,1.0,40.0,10.0,445.0,45.0,0.00982,24.0,6.0,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aeromonas,Staphylococcus
60.0,0.17,110.0,1.0,40.0,10.0,445.0,45.0,0.00982,24.0,7.0,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aeromonas,Bacillus
60.0,0.17,110.0,1.0,40.0,10.0,445.0,45.0,0.00982,24.0,13.0,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aeromonas,Klebsiella
60.0,0.17,110.0,1.0,40.0,10.0,445.0,45.0,0.00982,24.0,12.0,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aeromonas,Pseudomonas
85.0,2.0,50.0,1.0,200.0,25.0,372.0,13.6,0.054,48.0,15.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
85.0,2.0,50.0,1.0,200.0,25.0,372.0,13.6,0.054,48.0,12.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
85.0,2.0,50.0,1.0,168.0,25.0,372.0,13.6,0.054,48.0,12.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
85.0,2.0,50.0,1.0,200.0,25.0,372.0,13.6,0.054,48.0,11.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Proteus
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.02,24.0,8.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Escherichia coli
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.04,24.0,10.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Escherichia coli
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.06,24.0,12.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Escherichia coli
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.02,24.0,6.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Staphylococcus
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.04,24.0,9.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Staphylococcus
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.06,24.0,11.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Staphylococcus
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.02,24.0,4.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Pseudomonas
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.04,24.0,6.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Pseudomonas
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.06,24.0,9.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Pseudomonas
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.02,24.0,9.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Klebsiella
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.04,24.0,10.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Klebsiella
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.06,24.0,12.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Klebsiella
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.02,24.0,10.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Klebsiella
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.04,24.0,11.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Klebsiella
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.06,24.0,13.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Klebsiella
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.02,24.0,11.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Acinetobacter
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.04,24.0,12.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Acinetobacter
25.0,72.0,510.0,1.0,100.0,500.0,450.0,10.27,0.06,24.0,13.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Actinomycetes,Acinetobacter
25.0,4.0,110.0,1.0,50.0,8.33,415.0,5.0,0.1,24.0,21.0,Aspergillus,Actinomycetes,Aspergillus,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Salmonella
25.0,4.0,110.0,1.0,50.0,8.33,415.0,5.0,0.1,24.0,16.0,Aspergillus,Actinomycetes,Aspergillus,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Bacillus
25.0,4.0,110.0,1.0,50.0,8.33,415.0,5.0,0.1,24.0,18.0,Aspergillus,Actinomycetes,Aspergillus,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Staphylococcus
25.0,4.0,110.0,1.0,50.0,8.33,415.0,5.0,0.1,24.0,17.5,Aspergillus,Actinomycetes,Aspergillus,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Escherichia coli
25.0,4.0,110.0,1.0,50.0,8.33,415.0,5.0,0.1,24.0,17.0,Aspergillus,Actinomycetes,Aspergillus,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Pseudomonas
25.0,4.0,110.0,1.0,50.0,8.33,415.0,5.0,0.1,24.0,12.0,Aspergillus,Actinomycetes,Aspergillus,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Aspergillus
25.0,4.0,110.0,1.0,50.0,8.33,415.0,5.0,0.1,24.0,13.0,Aspergillus,Actinomycetes,Aspergillus,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Aspergillus
25.0,4.0,110.0,1.0,50.0,8.33,415.0,5.0,0.1,24.0,18.0,Aspergillus,Actinomycetes,Aspergillus,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Candida
25.0,48.0,50.0,1.0,100.0,5.0,418.0,25.2,0.1,24.0,13.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Candida,Calcateuticals anitratus,Aspergillus,Escherichia coli
25.0,48.0,50.0,1.0,100.0,5.0,418.0,25.2,0.1,24.0,12.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Candida,Calcateuticals anitratus,Aspergillus,Enterococcus
25.0,48.0,50.0,1.0,100.0,5.0,418.0,25.2,0.1,24.0,12.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Candida,Calcateuticals anitratus,Aspergillus,Staphylococcus
25.0,48.0,50.0,1.0,100.0,5.0,418.0,25.2,0.1,24.0,14.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Candida,Calcateuticals anitratus,Aspergillus,Klebsiella
60.0,4.0,100.0,1.0,100.0,10.0,535.5,15.98,1.0,24.0,20.0,Acinetobacter,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Campylobacter,Aspergillus,Escherichia coli
60.0,4.0,100.0,1.0,100.0,10.0,535.5,15.98,1.0,24.0,14.0,Acinetobacter,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Campylobacter,Aspergillus,Staphylococcus
60.0,4.0,100.0,1.0,100.0,10.0,535.5,15.98,1.0,24.0,24.0,Acinetobacter,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Campylobacter,Aspergillus,Candida
100.0,0.58,50.0,1.0,0.02,10.0,440.0,35.0,0.086,24.0,9.899494937,Bacillus,Acinetobacter,Actinomycetes,Aspergillus,Aspergillus,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
100.0,0.58,50.0,1.0,0.02,10.0,440.0,35.0,0.086,24.0,11.83215957,Bacillus,Acinetobacter,Actinomycetes,Aspergillus,Aspergillus,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
100.0,0.58,50.0,1.0,0.02,10.0,440.0,35.0,0.086,24.0,10.48808848,Bacillus,Acinetobacter,Actinomycetes,Aspergillus,Aspergillus,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
100.0,0.58,50.0,1.0,0.02,10.0,440.0,35.0,0.086,24.0,10.95445115,Bacillus,Acinetobacter,Actinomycetes,Aspergillus,Aspergillus,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
100.0,0.58,50.0,1.0,0.02,10.0,440.0,35.0,0.086,24.0,10.0,Bacillus,Acinetobacter,Actinomycetes,Aspergillus,Aspergillus,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Vibrio
100.0,0.58,50.0,1.0,0.02,10.0,440.0,35.0,0.086,24.0,9.486832981,Bacillus,Acinetobacter,Actinomycetes,Aspergillus,Aspergillus,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Vibrio
100.0,0.58,50.0,1.0,0.02,10.0,440.0,35.0,0.086,24.0,10.0,Bacillus,Acinetobacter,Actinomycetes,Aspergillus,Aspergillus,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Vibrio
100.0,0.58,50.0,1.0,0.02,10.0,440.0,35.0,0.086,24.0,10.95445115,Bacillus,Acinetobacter,Actinomycetes,Aspergillus,Aspergillus,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
100.0,0.58,50.0,1.0,0.02,10.0,440.0,35.0,0.086,24.0,10.48808848,Bacillus,Acinetobacter,Actinomycetes,Aspergillus,Aspergillus,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Salmonella
80.0,0.42,6.5,6.0,40.0,2.0,416.0,13.0,30.0,24.0,4.0,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Aeromonas,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Bacillus
80.0,0.42,6.5,6.0,40.0,2.0,416.0,13.0,30.0,24.0,5.5,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Aeromonas,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Shigella flexneri
121.0,0.5,100.0,1.0,1.0,10.0,412.0,5.7,0.1079,24.0,12.25,Aspergillus,Actinomycetes,Acinetobacter,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
121.0,0.5,100.0,1.0,1.0,10.0,412.0,5.7,0.1079,24.0,11.0,Aspergillus,Actinomycetes,Acinetobacter,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
121.0,0.5,100.0,1.0,1.0,10.0,412.0,5.7,0.1079,24.0,7.6,Aspergillus,Actinomycetes,Acinetobacter,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
121.0,0.5,100.0,1.0,1.0,10.0,412.0,5.7,0.1079,24.0,12.0,Aspergillus,Actinomycetes,Acinetobacter,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
60.0,0.08,25.0,1.0,2.0,5.0,425.0,47.29,0.01079,24.0,1.0,Bacillus,Actinomycetes,Actinomycetes,Aspergillus,Campylobacter,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Acinetobacter,Acinetobacter,Aspergillus,Escherichia coli
60.0,1.0,30.8,1.0,290.0,2.8,425.0,47.29,0.01079,24.0,1.75,Bacillus,Actinomycetes,Actinomycetes,Aspergillus,Campylobacter,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Acinetobacter,Acinetobacter,Aspergillus,Staphylococcus
60.0,0.08,25.0,1.0,2.0,5.0,425.0,47.29,0.01079,24.0,1.75,Bacillus,Actinomycetes,Actinomycetes,Aspergillus,Campylobacter,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Acinetobacter,Acinetobacter,Aspergillus,Escherichia coli
60.0,1.0,30.8,1.0,290.0,2.8,425.0,47.29,0.01079,24.0,2.5,Bacillus,Actinomycetes,Actinomycetes,Aspergillus,Campylobacter,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Acinetobacter,Acinetobacter,Aspergillus,Staphylococcus
65.0,0.025,7.0,29.0,16.0,5.0,420.0,9.0,0.02,24.0,18.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
65.0,0.025,7.0,29.0,26.2,5.0,420.0,9.0,0.02,24.0,14.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
65.0,0.025,7.0,29.0,16.0,5.0,420.0,9.0,0.02,24.0,18.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
65.0,0.025,7.0,29.0,10.0,5.0,420.0,9.0,0.02,24.0,10.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
65.0,0.025,7.0,29.0,16.0,5.0,420.0,9.0,0.04,24.0,19.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
65.0,0.025,7.0,29.0,16.0,5.0,420.0,9.0,0.04,24.0,18.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
65.0,0.025,7.0,29.0,16.0,5.0,420.0,9.0,0.04,24.0,21.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
65.0,0.025,7.0,29.0,10.0,5.0,420.0,9.0,0.04,24.0,12.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
65.0,0.025,7.0,29.0,16.0,5.0,420.0,9.0,0.06,24.0,21.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
65.0,0.025,7.0,29.0,16.0,5.0,420.0,9.0,0.06,24.0,20.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
65.0,0.025,7.0,29.0,16.0,5.0,420.0,9.0,0.06,24.0,25.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
65.0,0.025,7.0,29.0,10.0,5.0,420.0,9.0,0.06,24.0,14.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
65.0,0.025,7.0,29.0,16.0,5.0,420.0,9.0,0.08,24.0,23.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
65.0,0.025,7.0,29.0,32.2,5.0,420.0,9.0,0.08,24.0,25.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
65.0,0.025,7.0,29.0,22.0,5.0,420.0,9.0,0.08,24.0,28.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
65.0,0.025,7.0,29.0,10.0,5.0,420.0,9.0,0.08,24.0,15.0,Bacillus,Actinomycetes,Agrobacterium tumefaciens,Aeromonas,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Agrobacterium tumefaciens,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
60.0,0.33,110.0,1.0,0.5,5.0,433.0,23.44,0.08,24.0,4.0,Aspergillus,Actinomycetes,Actinomycetes,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Bacillus,Aspergillus,Bacillus
60.0,0.33,110.0,1.0,1.0,10.0,425.0,17.85,0.036000000000000004,24.0,4.0,Aspergillus,Actinomycetes,Actinomycetes,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Bacillus,Aspergillus,Bacillus
60.0,0.33,110.0,1.0,0.5,5.0,433.0,23.44,0.028000000000000004,24.0,11.0,Aspergillus,Actinomycetes,Actinomycetes,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Bacillus,Aspergillus,Staphylococcus
60.0,0.33,110.0,1.0,1.0,10.0,425.0,17.85,0.018,24.0,3.0,Aspergillus,Actinomycetes,Actinomycetes,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Bacillus,Aspergillus,Staphylococcus
60.0,0.33,110.0,1.0,0.5,5.0,433.0,23.44,0.028000000000000004,24.0,10.0,Aspergillus,Actinomycetes,Actinomycetes,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Bacillus,Aspergillus,Pseudomonas
60.0,0.33,110.0,1.0,1.0,10.0,425.0,17.85,0.018,24.0,6.0,Aspergillus,Actinomycetes,Actinomycetes,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Bacillus,Aspergillus,Pseudomonas
60.0,0.33,110.0,1.0,0.5,5.0,433.0,23.44,0.036000000000000004,24.0,9.0,Aspergillus,Actinomycetes,Actinomycetes,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Bacillus,Aspergillus,Escherichia coli
60.0,0.33,110.0,1.0,1.0,10.0,425.0,17.85,0.030000000000000006,24.0,5.0,Aspergillus,Actinomycetes,Actinomycetes,Actinomycetes,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Bacillus,Aspergillus,Escherichia coli
