Process,Steps,External_energy,Temp_Celcius,Stirring,Synthesis_Duration_h,Scale_synthesis_ml,Precurcor_conc_mM,NEW_Capping agent,NEW_capping agent_Class,NEW_reducing agent,NEW_reducing agent_class,Capping agent concentration_mg/mL,Reducing agent quantity mL,Order of reagent_CODE,treatment,UVVIs PEAKS nm,shape,core size (nm),Method of determination_size,exposure dose concentration mg/mL,Exposure duration  (h),bacterial  Culture medium,bacterial  Species,Bacteria reduction mm
phytosynthesis,single,Heating,70,Stirring,1,?,1,plant,organic,plant,organic,500,?,BA,washed,420,spherical,60,AFM,2,24,MuellerHinton,Staphylococcus,0
phytosynthesis,single,Heating,70,Stirring,1,?,1,plant,organic,plant,organic,333,?,BA,washed,425,spherical,60,AFM,2,24,MuellerHinton,Staphylococcus,0
phytosynthesis,single,Heating,70,Stirring,1,?,1,plant,organic,plant,organic,250,?,BA,washed,420,spherical,60,AFM,2,24,MuellerHinton,Staphylococcus,0
phytosynthesis,single,Heating,70,Stirring,1,?,1,plant,organic,plant,organic,200,?,BA,washed,430,spherical,60,AFM,2,24,MuellerHinton,Staphylococcus,0
phytosynthesis,single,Heating,70,Stirring,1,?,1,plant,organic,plant,organic,167,?,BA,washed,430,spherical,60,AFM,2,24,MuellerHinton,Staphylococcus,0
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Klebsiella,7.8
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Escherichia coli,7
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Bacillus,6
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Staphylococcus,5.5
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Klebsiella,11
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Escherichia coli,8.3
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Bacillus,8.3
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Staphylococcus,3.9
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Klebsiella,22
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Escherichia coli,13.7
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Bacillus,12
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Staphylococcus,7
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Klebsiella,17
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Escherichia coli,16
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Bacillus,14
phytosynthesis,single,No,25,No,0.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,432,spherical,22,TEM,?,24,MuellerHinton,Staphylococcus,8.5
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0051,12,LuriaBertani,Escherichia coli,7
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0102,12,LuriaBertani,Escherichia coli,11.1
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0255,12,LuriaBertani,Escherichia coli,14.5
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0357,12,LuriaBertani,Escherichia coli,21
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.051,12,LuriaBertani,Escherichia coli,28
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0051,12,LuriaBertani,Escherichia coli,14.5
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0102,12,LuriaBertani,Escherichia coli,17.5
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0255,12,LuriaBertani,Escherichia coli,19
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0357,12,LuriaBertani,Escherichia coli,22
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.051,12,LuriaBertani,Escherichia coli,30
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0051,48,LuriaBertani,Agrobacterium tumefaciens,6.5
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0102,48,LuriaBertani,Agrobacterium tumefaciens,18
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0255,48,LuriaBertani,Agrobacterium tumefaciens,20
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0357,48,LuriaBertani,Agrobacterium tumefaciens,24
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.051,48,LuriaBertani,Agrobacterium tumefaciens,27
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0051,48,LuriaBertani,Agrobacterium tumefaciens,7
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0102,48,LuriaBertani,Agrobacterium tumefaciens,15
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0255,48,LuriaBertani,Escherichia coli,19
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.0357,48,LuriaBertani,Escherichia coli,25
micosynthesis,single,Heating,28,Shaker,72,50,1,fungal extract,organic,fungal extract,organic,?,50,BA,no,450,spherical,17.26,TEM,0.051,48,LuriaBertani,Escherichia coli,33
phytosynthesis,single,No,25,Magnetic,24,?,2,plant,organic,plant,organic,100,?,BA,washed,470,spherical,?,?,?,24,Agar,Xanthomonas phaseoli pv. phaseoli,12
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Escherichia coli,8
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Escherichia coli,14
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Escherichia coli,16
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Escherichia coli,18
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Pseudomonas,10
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Pseudomonas,13
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Pseudomonas,17
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Pseudomonas,20
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Salmonella,0
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Salmonella,0
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Salmonella,10
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Salmonella,14
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Klebsiella,9
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Klebsiella,14
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Klebsiella,18
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Klebsiella,20
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Staphylococcus,10
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Staphylococcus,14
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Staphylococcus,19
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Staphylococcus,21
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Staphylococcus,6
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Staphylococcus,7
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Staphylococcus,11
phytosynthesis,single,No,25,Mechanic,24,260,0.1,plant,organic,plant,organic,?,10,AB,washed,378,spherical,26.95,TEM,?,24,MuellerHinton,Staphylococcus,13
phytosynthesis,single,No,25,No,0.91,100,1,plant,organic,plant,organic,?,5,AB,no,436,spherical,20.1,TEM,?,24,?,Salmonella,17
phytosynthesis,single,No,25,No,0.5,100,1,plant,organic,plant,organic,?,5,AB,no,436,spherical,20.1,TEM,?,24,?,Pseudomonas,15
phytosynthesis,single,No,25,No,0.5,100,1,plant,organic,plant,organic,?,5,AB,no,436,spherical,20.1,TEM,?,24,?,Streptococcus,11
phytosynthesis,single,No,25,No,0.5,100,1,plant,organic,plant,organic,?,5,AB,no,436,spherical,20.1,TEM,?,24,?,Streptococcus,14
phytosynthesis,single,UV,25,Mechanic,1,75,1,plant,organic,plant,organic,?,15,AB,no,480,spherical,70,TEM,0.108,24,Agar,Bacillus,2
phytosynthesis,single,UV,25,Mechanic,1,75,1,plant,organic,plant,organic,?,15,AB,no,480,spherical,70,TEM,0.432,24,Agar,Pseudomonas,3
phytosynthesis,single,UV,25,Mechanic,1,75,15,plant,organic,plant,organic,?,15,AB,no,450,spherical,?,?,1.08,24,Agar,Bacillus,7
phytosynthesis,single,UV,25,Mechanic,1,75,15,plant,organic,plant,organic,?,15,AB,no,450,spherical,?,?,1.619,24,Agar,Pseudomonas,8
phytosynthesis,single,UV,25,Mechanic,1,75,4,plant,organic,plant,organic,?,15,AB,no,?,spherical,?,?,0.108,24,Agar,Bacillus,4
phytosynthesis,single,UV,25,Mechanic,1,75,4,plant,organic,plant,organic,?,15,AB,no,?,spherical,?,?,0.432,24,Agar,Pseudomonas,5
phytosynthesis,single,UV,25,Mechanic,1,75,10,plant,organic,plant,organic,?,15,AB,no,?,spherical,?,?,1.08,24,Agar,Bacillus,5
phytosynthesis,single,UV,25,Mechanic,1,75,10,plant,organic,plant,organic,?,15,AB,no,?,spherical,?,?,1.619,24,Agar,Pseudomonas,6
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,18,TEM,0.108,21,Agar,Erwinia carotovora,10
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,18,TEM,0.108,21,Agar,Proteus,13.6
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,18,TEM,0.108,21,Agar,Klebsiella,14.3
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,18,TEM,0.108,21,Agar,Bacillus,9
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,18,TEM,0.108,21,Agar,Staphylococcus,14
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,18,TEM,0.108,36,Agar,Candida,19
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,14,TEM,0.108,21,Agar,Erwinia carotovora,9
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,14,TEM,0.108,21,Agar,Proteus,12.3
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,14,TEM,0.108,21,Agar,Klebsiella,13
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,14,TEM,0.108,21,Agar,Bacillus,11
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,14,TEM,0.108,21,Agar,Staphylococcus,8
phytosynthesis,single,UV,25,Magnetic,0.17,40,1,plant,organic,plant,organic,?,20,AB,no,280,spherical,14,TEM,0.108,36,Agar,Candida,9
phytosynthesis,single,Heating,80,Magnetic,3,10,100,algae extract,organic,algae extract,organic,20,7,AB,no,436,spherical,4.5,TEM,1000,24,LuriaBertani,Staphylococcus,17.5
phytosynthesis,single,Heating,80,Magnetic,3,10,100,algae extract,organic,algae extract,organic,20,7,AB,no,436,spherical,4.5,TEM,500,24,LuriaBertani,Staphylococcus,13.8
phytosynthesis,single,Heating,80,Magnetic,3,10,100,algae extract,organic,algae extract,organic,20,7,AB,no,436,spherical,4.5,TEM,100,24,LuriaBertani,Staphylococcus,12
phytosynthesis,single,Heating,80,Magnetic,3,10,100,algae extract,organic,algae extract,organic,20,7,AB,no,436,spherical,4.5,TEM,1000,24,LuriaBertani,Escherichia coli,16
phytosynthesis,single,Heating,80,Magnetic,3,10,100,algae extract,organic,algae extract,organic,20,7,AB,no,436,spherical,4.5,TEM,500,24,LuriaBertani,Escherichia coli,11.5
phytosynthesis,single,Heating,80,Magnetic,3,10,100,algae extract,organic,algae extract,organic,20,7,AB,no,436,spherical,4.5,TEM,100,24,LuriaBertani,Escherichia coli,0
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.02,24,LuriaBertani,Escherichia coli,10
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.06,24,LuriaBertani,Escherichia coli,18
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.1,24,LuriaBertani,Escherichia coli,22
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.02,24,LuriaBertani,Escherichia coli,6
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.06,24,LuriaBertani,Escherichia coli,12
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.1,24,LuriaBertani,Escherichia coli,16
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.02,24,LuriaBertani,Staphylococcus,12
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.06,24,LuriaBertani,Staphylococcus,16
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.1,24,LuriaBertani,Staphylococcus,18
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.02,24,LuriaBertani,Staphylococcus,6
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.06,24,LuriaBertani,Staphylococcus,12
wet chemical,single,Heating,200,Magnetic,?,52,9.3,chemical,organic,chemical,organic,?,?,AB,pH adjusted,419,spherical,35,TEM,0.1,24,LuriaBertani,Staphylococcus,14
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.051,?,?,washed,445,spherical,15,TEM,30,24,Sabouraud,Candida,8
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.051,?,?,washed,445,spherical,15,TEM,30,24,Sabouraud,Saccharomyces,9
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.051,?,?,washed,450,spherical,15,TEM,30,24,Sabouraud,Candida,9
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.051,?,?,washed,450,spherical,15,TEM,30,24,Sabouraud,Saccharomyces,10
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.051,?,?,washed,450,spherical,15,TEM,30,24,Sabouraud,Candida,12
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.051,?,?,washed,450,spherical,15,TEM,30,24,Sabouraud,Saccharomyces,8
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.051,?,?,washed,420,spherical,15,TEM,30,24,Sabouraud,Candida,12
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.051,?,?,washed,420,spherical,15,TEM,30,24,Sabouraud,Saccharomyces,19
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.51,?,?,washed,420,spherical,15,TEM,30,24,Sabouraud,Candida,8
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.51,?,?,washed,420,spherical,15,TEM,30,24,Sabouraud,Saccharomyces,8
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.51,?,?,washed,420,spherical,15,TEM,30,24,Sabouraud,Candida,8
phytosynthesis,single,sonication,25,No,?,?,3,plant,organic,plant,organic,0.51,?,?,washed,420,spherical,15,TEM,30,24,Sabouraud,Saccharomyces,14
phytosynthesis,single,No,25,Magnetic,?,15,25,plant,organic,plant,organic,?,5,BA,no,434,spherical,36,AFM,1.802,24,Agar,Bacillus,13
phytosynthesis,single,No,25,Magnetic,?,15,25,plant,organic,plant,organic,?,5,BA,no,434,spherical,36,AFM,1.802,24,Agar,Lactobacillus,12
phytosynthesis,single,No,25,Magnetic,?,15,25,plant,organic,plant,organic,?,5,BA,no,434,spherical,36,AFM,1.802,24,Agar,Staphylococcus,14
phytosynthesis,single,No,25,Magnetic,?,15,25,plant,organic,plant,organic,?,5,BA,no,434,spherical,36,AFM,1.802,24,Agar,Pseudomonas,15
phytosynthesis,single,No,25,Magnetic,?,15,25,plant,organic,plant,organic,?,5,BA,no,434,spherical,36,AFM,1.802,168,Agar,Aspergillus,18
phytosynthesis,single,No,25,Magnetic,?,15,25,plant,organic,plant,organic,?,5,BA,no,434,spherical,36,AFM,1.802,168,Agar,Penicillium,20
phytosynthesis,single,No,25,Magnetic,4,?,1,fungal extract,organic,fungal extract,organic,?,?,BA,no,420,spherical,32.5,SEM,0.1079,48,Agar,Phoma,22
phytosynthesis,single,No,25,Magnetic,4,?,1,fungal extract,organic,fungal extract,organic,?,?,BA,no,420,spherical,32.5,SEM,0.1079,48,Agar,Phoma,14
phytosynthesis,single,No,25,Magnetic,4,?,1,fungal extract,organic,fungal extract,organic,?,?,BA,no,420,spherical,32.5,SEM,0.1079,48,Agar,Fusarium,14
phytosynthesis,single,No,25,Magnetic,4,?,1,fungal extract,organic,fungal extract,organic,?,?,BA,no,420,spherical,32.5,SEM,0.1079,48,Agar,Trichoderma,20
phytosynthesis,single,No,25,Magnetic,4,?,1,fungal extract,organic,fungal extract,organic,?,?,BA,no,420,spherical,32.5,SEM,0.1079,48,Agar,Candida,26
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Bacillus,8
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Bacillus,8
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Bacillus,8.5
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Bacillus,11
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Bacillus,13
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Klebsiella,5
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Klebsiella,6
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Klebsiella,8
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Klebsiella,9
phytosynthesis,single,Heating,37,Magnetic,4,100,1,plant,organic,plant,organic,?,5,AB,dried,465,spherical,35,SEM,0.0974,24,LuriaBertani,Klebsiella,11
phytosynthesis,single,Heating,35,Shaker,0.25,30,10,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,0.9,48,Sabouraud,Candida,14
phytosynthesis,single,Heating,35,Shaker,0.25,30,10,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,0.9,48,Sabouraud,Candida,18
phytosynthesis,single,Heating,35,Shaker,0.25,30,10,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,0.9,48,Sabouraud,Candida,22
phytosynthesis,single,Heating,35,Shaker,0.25,30,10,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,0.9,48,Sabouraud,Candida,21
phytosynthesis,single,Heating,35,Shaker,0.25,30,10,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,0.9,48,Sabouraud,Candida,15
phytosynthesis,single,Heating,35,Shaker,0.25,30,20,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,1.8,48,Sabouraud,Candida,16
phytosynthesis,single,Heating,35,Shaker,0.25,30,20,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,1.8,48,Sabouraud,Candida,21
phytosynthesis,single,Heating,35,Shaker,0.25,30,20,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,1.8,48,Sabouraud,Candida,27
phytosynthesis,single,Heating,35,Shaker,0.25,30,20,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,1.8,48,Sabouraud,Candida,25
phytosynthesis,single,Heating,35,Shaker,0.25,30,20,plant,organic,plant,organic,100,5,BA,no,435,spherical,29,SEM,1.8,48,Sabouraud,Candida,17
phytosynthesis,single,Heating,80,Stirring,3,?,2,plant,organic,plant,organic,40,?,AB,washed,425,spherical,20.35,TEM,0.216,24,MuellerHinton,Staphylococcus,15
phytosynthesis,single,Heating,80,Stirring,3,?,2,plant,organic,plant,organic,40,?,AB,washed,425,spherical,20.35,TEM,0.216,24,MuellerHinton,Bacillus,20
phytosynthesis,single,Heating,80,Stirring,3,?,2,plant,organic,plant,organic,40,?,AB,washed,425,spherical,20.35,TEM,0.216,24,MuellerHinton,Escherichia coli,16
phytosynthesis,single,Heating,80,Stirring,3,?,2,plant,organic,plant,organic,40,?,AB,washed,425,spherical,20.35,TEM,0.216,24,MuellerHinton,Pseudomonas,19
phytosynthesis,single,Heating,80,Stirring,3,?,2,plant,organic,plant,organic,40,?,AB,washed,425,spherical,20.35,TEM,0.216,36,MuellerHinton,Candida,13
phytosynthesis,single,Heating,80,Stirring,?,100,1,plant,organic,plant,organic,100,20,AB,no,438,spherical,13,TEM,0.0125,12,?,Setosphaeria turcica,7
phytosynthesis,single,Heating,80,Stirring,?,100,1,plant,organic,plant,organic,100,20,AB,no,438,spherical,13,TEM,0.025,12,?,Setosphaeria turcica,9
phytosynthesis,single,Heating,80,Stirring,?,100,1,plant,organic,plant,organic,100,20,AB,no,438,spherical,13,TEM,0.05,12,?,Setosphaeria turcica,12
phytosynthesis,single,Heating,80,Stirring,?,100,1,plant,organic,plant,organic,100,20,AB,no,438,spherical,13,TEM,0.1,12,?,Setosphaeria turcica,14
phytosynthesis,single,Heating,80,Stirring,?,100,1,plant,organic,plant,organic,100,20,AB,no,438,spherical,13,TEM,0.2,12,?,Setosphaeria turcica,17
wet chemical,single,No,25,Stirring,24,4,2500,chemical,organic,chemical,organic,?,2,AB,no,428,spherical,60,SEM,5.4,24,MuellerHinton,Staphylococcus,16
